"","index","ActivityName","angle.tBodyAccJerkMean..gravityMean.","angle.tBodyGyroMean.gravityMean.","angle.tBodyGyroJerkMean.gravityMean.","angle.X.gravityMean.","angle.Y.gravityMean.","angle.Z.gravityMean."
"3659",3659,"SITTING",-0.31114368,0.44981807,-0.25180233,-0.050056241,-0.22409614,-0.52228723
"3660",3660,"SITTING",0.12344518,0.10743307,-0.12136249,-0.049364822,-0.224342,-0.5225589
"3661",3661,"SITTING",0.32615591,0.61228981,-0.23155392,-0.046598241,-0.2244337,-0.5243808
"3662",3662,"SITTING",-0.012306543,0.016080396,-0.14660356,-0.045649047,-0.2242846,-0.52515415
"3663",3663,"SITTING",-0.37663763,-0.66984984,0.80337257,-0.046629168,-0.22423608,-0.52452293
"3664",3664,"SITTING",-0.23238434,-0.64435482,0.10560717,-0.047111599,-0.22409889,-0.52430565
"3665",3665,"SITTING",0.22888537,-0.71045588,-0.286357,-0.045682947,-0.22366377,-0.52564349
"3666",3666,"SITTING",0.064622165,-0.37745015,0.55128593,-0.51961507,-0.067962605,-0.27807886
"3667",3667,"SITTING",-0.17246014,-0.34783651,0.39636807,-0.5493792,-0.057848563,-0.26057274
"3668",3668,"SITTING",0.098562682,-0.20087463,0.53329975,-0.53430072,-0.064253812,-0.26863241
"3669",3669,"SITTING",0.30954587,0.032811912,0.039232081,-0.51550678,-0.077690814,-0.27491938
"3670",3670,"SITTING",0.0047835113,0.17237121,-0.10003788,-0.47810885,-0.092427333,-0.29516402
"3671",3671,"SITTING",-0.041472995,0.0861968,0.15184623,-0.46689401,-0.088937526,-0.30663647
"3672",3672,"SITTING",0.10239615,0.15631924,0.092719902,-0.48416479,-0.078982834,-0.29938729
"3673",3673,"SITTING",-0.10529654,0.30814425,-0.26613625,-0.48867891,-0.079432501,-0.29547286
"3674",3674,"SITTING",-0.15756076,0.71420966,-0.20701193,-0.47549988,-0.091519469,-0.29792017
"3675",3675,"SITTING",0.082767097,-0.17462396,0.1400855,-0.46963151,-0.10164082,-0.29547281
"3676",3676,"SITTING",0.13802862,-0.14130726,0.22858464,-0.46861396,-0.10146618,-0.29643634
"3677",3677,"SITTING",-0.25006594,0.11766958,0.46002438,-0.46604706,-0.097254495,-0.30156812
"3678",3678,"SITTING",0.45695144,-0.06772732,-0.52452353,-0.46431849,-0.096453467,-0.30353807
"3679",3679,"SITTING",0.027445413,-0.36341315,-0.54452568,-0.46432515,-0.097966096,-0.30246329
"3680",3680,"SITTING",-0.76068568,-0.58898472,0.18669323,-0.46390636,-0.099450536,-0.30174532
"3681",3681,"SITTING",0.53249314,0.42474281,0.32350717,-0.46154612,-0.10164097,-0.30209407
"3682",3682,"SITTING",-0.21875922,0.39009701,-0.24609443,-0.45812538,-0.10304433,-0.30387045
"3683",3683,"SITTING",-0.70373317,0.21722107,-0.27262157,-0.45504064,-0.10386749,-0.30579027
"3684",3684,"LAYING",-0.30574125,0.26598983,-0.18224198,0.58836506,-0.58700647,-0.41670364
"3685",3685,"LAYING",0.71857682,0.34541432,-0.26469191,0.58858217,-0.57481612,-0.42937687
"3686",3686,"LAYING",0.49805118,0.45425237,-0.31159032,0.5909578,-0.57728949,-0.42681546
"3687",3687,"LAYING",-0.60265758,0.040592734,-0.48942954,0.59175686,-0.5769329,-0.42718747
"3688",3688,"LAYING",-0.090390983,-0.042287798,0.50358276,0.5924793,-0.57607779,-0.42807673
"3689",3689,"LAYING",-0.62291199,-0.090463027,0.31381045,0.59296279,-0.57602951,-0.42812674
"3690",3690,"LAYING",0.42597571,-0.16196516,-0.34627958,0.59192691,-0.57613411,-0.42801797
"3691",3691,"LAYING",0.039742714,-0.51804498,-0.20654526,0.59282138,-0.57533902,-0.42884459
"3692",3692,"LAYING",-0.23979132,-0.71007068,0.51300202,0.59419771,-0.57656571,-0.42756731
"3693",3693,"LAYING",0.57220176,-0.70479885,0.31241338,0.59281474,-0.57814941,-0.42592322
"3694",3694,"LAYING",0.059308029,-0.27960258,-0.32855882,0.59182708,-0.57780848,-0.42627738
"3695",3695,"LAYING",-0.21557366,0.6808894,-0.014403709,0.59140333,-0.57732218,-0.42678234
"3696",3696,"LAYING",-0.23849958,0.19933823,-0.44811729,0.59100465,-0.57671229,-0.42741556
"3697",3697,"LAYING",0.18440804,-0.62495071,-0.94361532,0.59076675,-0.57570853,-0.4284584
"3698",3698,"LAYING",0.40726494,-0.26879865,-0.307854,0.59094318,-0.57548199,-0.4286943
"3699",3699,"LAYING",-0.15063551,0.38349586,0.24262024,0.59233387,-0.57571253,-0.4284564
"3700",3700,"LAYING",-0.64333558,0.91809923,0.85904963,0.59350365,-0.57561548,-0.42855651
"3701",3701,"LAYING",0.31598349,0.91831692,-0.021900635,0.59297253,-0.57578313,-0.42838285
"3702",3702,"LAYING",0.036425275,0.61001206,-0.31158497,0.5926729,-0.57542382,-0.4287565
"3703",3703,"LAYING",0.095324942,-0.53371239,0.44025539,0.59309482,-0.57497437,-0.42922344
"3704",3704,"LAYING",0.12329716,-0.30890037,0.38367632,0.5921289,-0.57527089,-0.42891541
"3705",3705,"LAYING",-0.034551249,-0.60048628,0.61555854,0.61378744,-0.44295612,-0.56613439
"3706",3706,"LAYING",-0.14430526,-0.59957908,0.56425141,0.60808916,-0.44179964,-0.56748523
"3707",3707,"LAYING",0.26909024,-0.73336054,0.49580328,0.61046992,-0.43673878,-0.57268925
"3708",3708,"LAYING",0.52817923,0.17321594,0.57625258,0.6100596,-0.43981461,-0.56950237
"3709",3709,"LAYING",-0.21971169,0.50930781,0.041737158,0.61396777,-0.43864495,-0.5706102
"3710",3710,"LAYING",-0.44428203,0.59215388,-0.6349831,0.61787246,-0.43718655,-0.57199667
"3711",3711,"LAYING",0.22873929,0.68439993,-0.2166645,0.62036305,-0.43724704,-0.57183996
"3712",3712,"LAYING",0.0077968656,0.95658553,0.080389354,0.62265257,-0.43685061,-0.57215803
"3713",3713,"LAYING",0.16829183,0.43652854,-0.10187292,0.62401068,-0.43627608,-0.57269594
"3714",3714,"LAYING",0.52516767,0.34305066,0.17986829,0.62399702,-0.43617386,-0.5728028
"3715",3715,"LAYING",-0.0053430907,-0.9286461,0.11416741,0.62336817,-0.43743376,-0.57152102
"3716",3716,"LAYING",-0.61227404,-0.6983252,-0.29984842,0.62246885,-0.43876417,-0.57017688
"3717",3717,"LAYING",0.097635198,-0.4255095,0.23077563,0.62273996,-0.43820926,-0.57074211
"3718",3718,"LAYING",0.073332928,0.35227688,-0.42241042,0.62402962,-0.43777332,-0.57113888
"3719",3719,"LAYING",-0.1460819,0.26846642,0.11803217,0.62445271,-0.43857785,-0.57028366
"3720",3720,"LAYING",-0.30072096,-0.56421966,0.49116147,0.62435397,-0.43851168,-0.57035689
"3721",3721,"LAYING",0.17596308,-0.46851493,-0.72439946,0.62446047,-0.43844504,-0.57042135
"3722",3722,"LAYING",-0.41579815,0.39016711,-0.65267617,0.62442632,-0.43852687,-0.57033784
"3723",3723,"LAYING",0.24621856,0.52656415,-0.17442881,0.62457478,-0.43845849,-0.57040219
"3724",3724,"LAYING",0.1098983,0.21302235,-0.17817706,0.62450586,-0.43885943,-0.56998857
"3725",3725,"WALKING",0.3650984,-0.89835634,-0.74597209,-0.77650549,0.25180218,0.0016945546
"3726",3726,"WALKING",0.83733942,-0.89404083,0.43678572,-0.76522335,0.2598493,0.031396386
"3727",3727,"WALKING",-0.37208465,-0.74570945,0.65868176,-0.760393,0.2609616,0.048728969
"3728",3728,"WALKING",0.72138,0.88110409,0.55551593,-0.76713095,0.25534066,0.053231298
"3729",3729,"WALKING",0.45769343,0.7061983,-0.28150903,-0.76402116,0.2581417,0.050203669
"3730",3730,"WALKING",0.60126564,-0.66887277,-0.4471561,-0.75513801,0.26526202,0.044994037
"3731",3731,"WALKING",-0.25560799,-0.57606341,-0.26415985,-0.75134523,0.26812327,0.043552107
"3732",3732,"WALKING",0.3532141,0.73599063,0.46706925,-0.75235389,0.26734879,0.044040239
"3733",3733,"WALKING",-0.8605203,0.94498268,-0.34465209,-0.76233428,0.26006526,0.04604791
"3734",3734,"WALKING",-0.027628948,-0.86600154,-0.76999795,-0.76109527,0.26090033,0.046237948
"3735",3735,"WALKING",0.83552721,-0.83519582,0.41358944,-0.75052674,0.26818174,0.046894236
"3736",3736,"WALKING",-0.8306002,-0.30979924,0.57559782,-0.75618952,0.26419099,0.047082618
"3737",3737,"WALKING",0.73786005,0.71498835,0.58397271,-0.76668582,0.25648184,0.049087539
"3738",3738,"WALKING",-0.77329208,-0.10142265,-0.59742345,-0.77398833,0.25127835,0.049474842
"3739",3739,"WALKING",-0.85214875,0.95589498,-0.42610496,-0.7725488,0.25473218,0.0037276354
"3740",3740,"WALKING",-0.10657671,0.8959809,-0.8973553,-0.75706108,0.2656434,0.029394445
"3741",3741,"WALKING",0.64540282,-0.32713319,-0.87997176,-0.758717,0.26175666,0.050781895
"3742",3742,"WALKING",-0.411796,-0.66944411,0.73910795,-0.76935325,0.25506721,0.046557163
"3743",3743,"WALKING",0.030089067,0.83532483,0.56537881,-0.77506561,0.25121599,0.045694497
"3744",3744,"WALKING",0.57338931,0.4391127,-0.1874859,-0.7870209,0.24233904,0.048322743
"3745",3745,"WALKING",-0.022058313,-0.86566078,-0.79750239,-0.77764784,0.24911015,0.047355677
"3746",3746,"WALKING",-0.47802679,-0.60857095,-0.001397153,-0.75540933,0.26451017,0.04840915
"3747",3747,"WALKING",0.091843342,0.70887066,0.87011667,-0.76036242,0.26054518,0.051070291
"3748",3748,"WALKING",0.48033785,0.64684437,-0.096152545,-0.7650322,0.25811079,0.046448509
"3749",3749,"WALKING",-0.8127324,-0.71786919,-0.88802214,-0.75415692,0.26585105,0.045609613
"3750",3750,"WALKING",0.19363254,-0.66563709,0.63337332,-0.73744514,0.2762644,0.053026645
"3751",3751,"WALKING",0.69144804,0.95572102,0.88582094,-0.73674114,0.27686989,0.052430025
"3752",3752,"WALKING_DOWNSTAIRS",0.36323953,0.88543165,0.84841376,-0.7797605,0.24938377,0.03548351
"3753",3753,"WALKING_DOWNSTAIRS",0.4333894,0.94788412,-0.55016162,-0.78330502,0.24617413,0.041224375
"3754",3754,"WALKING_DOWNSTAIRS",-0.47702228,0.93351038,-0.76329765,-0.79235659,0.23891471,0.046644594
"3755",3755,"WALKING_DOWNSTAIRS",0.57742293,0.90755326,0.92037959,-0.7834935,0.24566515,0.043631337
"3756",3756,"WALKING_DOWNSTAIRS",-0.74425357,0.79702795,0.5705638,-0.79571675,0.23800539,0.037807813
"3757",3757,"WALKING_DOWNSTAIRS",0.69581038,-0.46666695,-0.56783194,-0.80763078,0.22861733,0.044357577
"3758",3758,"WALKING_DOWNSTAIRS",0.69410704,-0.92216539,-0.70177523,-0.8004047,0.23384554,0.043503448
"3759",3759,"WALKING_DOWNSTAIRS",-0.94776329,0.95231707,-0.087325745,-0.76840807,0.25656452,0.041203343
"3760",3760,"WALKING_DOWNSTAIRS",-0.35836589,0.94387596,0.79146904,-0.76323894,0.25793389,0.053944012
"3761",3761,"WALKING_DOWNSTAIRS",0.90082419,0.95032021,-0.81048362,-0.75877965,0.25240055,0.08278462
"3762",3762,"WALKING_DOWNSTAIRS",-0.64352008,-0.62832304,-0.26123461,-0.75963092,0.25351681,0.078205913
"3763",3763,"WALKING_DOWNSTAIRS",0.64081066,0.91638695,0.65495176,-0.77010423,0.25223203,0.057633894
"3764",3764,"WALKING_DOWNSTAIRS",0.60464889,-0.93875973,-0.41481733,-0.75045039,0.26386537,0.06670679
"3765",3765,"WALKING_DOWNSTAIRS",-0.59555416,0.92578328,0.25323307,-0.73104859,0.2716331,0.085967206
"3766",3766,"WALKING_UPSTAIRS",0.23008602,0.81539166,-0.45321876,-0.66912585,0.32336214,0.057181285
"3767",3767,"WALKING_UPSTAIRS",-0.86197441,-0.30836728,0.19814895,-0.59510167,0.36784852,0.091182176
"3768",3768,"WALKING_UPSTAIRS",0.78603881,-0.85773324,0.18481359,-0.59058367,0.37361965,0.081044334
"3769",3769,"WALKING_UPSTAIRS",0.12471954,-0.83156003,-0.37829772,-0.61302226,0.35806812,0.079901615
"3770",3770,"WALKING_UPSTAIRS",-0.88365758,-0.78632246,-0.096314122,-0.62937126,0.34535459,0.084388718
"3771",3771,"WALKING_UPSTAIRS",0.81450787,0.90737164,0.17248196,-0.6332387,0.34592874,0.070624226
"3772",3772,"WALKING_UPSTAIRS",-0.44658261,0.90535288,0.15968833,-0.63403085,0.34666922,0.064120952
"3773",3773,"WALKING_UPSTAIRS",-0.2840424,-0.67008731,-0.54030967,-0.65164438,0.33725133,0.045094332
"3774",3774,"WALKING_UPSTAIRS",0.041516936,-0.82945166,0.39453977,-0.56088899,0.39134379,0.093979572
"3775",3775,"WALKING_UPSTAIRS",0.94596646,-0.87959595,0.69595432,-0.57654507,0.37745853,0.10348705
"3776",3776,"WALKING_UPSTAIRS",0.38975096,-0.80600455,-0.85469624,-0.60277039,0.36057472,0.097431053
"3777",3777,"WALKING_UPSTAIRS",-0.61801552,-0.89872317,-0.68288783,-0.60288996,0.35954195,0.10047849
"3778",3778,"WALKING_UPSTAIRS",-0.41392247,0.78483688,0.90304253,-0.60427023,0.36183057,0.089383541
"3779",3779,"WALKING_UPSTAIRS",-0.147026,0.94943093,-0.26855217,-0.60394536,0.36084659,0.093696906
"3780",3780,"WALKING_DOWNSTAIRS",0.14083354,0.91146077,0.77658398,-0.78670253,0.24555419,0.019334643
"3781",3781,"WALKING_DOWNSTAIRS",0.73426147,0.9267034,-0.52261965,-0.81370998,0.22686537,0.021636515
"3782",3782,"WALKING_DOWNSTAIRS",-0.37030834,0.91774211,-0.6130847,-0.80983354,0.22861046,0.034428986
"3783",3783,"WALKING_DOWNSTAIRS",0.52030378,0.92786216,0.84442293,-0.78255867,0.24712064,0.038149406
"3784",3784,"WALKING_DOWNSTAIRS",-0.64682015,0.77897518,-0.020860816,-0.79855154,0.23501799,0.044213916
"3785",3785,"WALKING_DOWNSTAIRS",-0.73802747,-0.95296429,-0.80316498,-0.79392659,0.23475353,0.059450955
"3786",3786,"WALKING_DOWNSTAIRS",0.20300443,0.79566434,0.90207325,-0.77679827,0.24650133,0.061331605
"3787",3787,"WALKING_UPSTAIRS",-0.78734618,-0.86282935,0.051747354,-0.65854121,0.32695881,0.075503893
"3788",3788,"WALKING_UPSTAIRS",-0.086943202,-0.78731854,-0.17647891,-0.55082965,0.38590589,0.13180273
"3789",3789,"WALKING_UPSTAIRS",0.93670197,-0.89204846,-0.77120564,-0.54354107,0.3919521,0.12993708
"3790",3790,"WALKING_UPSTAIRS",-0.6697209,-0.92258482,-0.041821457,-0.59218155,0.36419772,0.10966099
"3791",3791,"WALKING_UPSTAIRS",-0.71722956,-0.65850751,0.75699847,-0.61779981,0.34982014,0.097402282
"3792",3792,"WALKING_UPSTAIRS",0.77716768,0.92240225,0.81519233,-0.61908486,0.34976118,0.094617985
"3793",3793,"WALKING_UPSTAIRS",-0.38347016,0.89399192,-0.90566998,-0.60946725,0.35049854,0.11290947
"3794",3794,"STANDING",-0.25874675,0.5870721,0.019066246,-0.80016854,0.19960252,-0.07963139
"3795",3795,"STANDING",-0.16184463,0.43947257,-0.48234269,-0.80695134,0.19523257,-0.077451151
"3796",3796,"STANDING",0.11112532,-0.83067205,-0.48450203,-0.81188833,0.19233134,-0.075538208
"3797",3797,"STANDING",-0.051302683,-0.48193737,0.48720996,-0.80968318,0.19135823,-0.078861677
"3798",3798,"STANDING",0.010962572,-0.36039979,0.68739523,-0.80878105,0.19502508,-0.075765242
"3799",3799,"STANDING",0.16671928,0.30104363,0.88281547,-0.8064327,0.19926236,-0.073302767
"3800",3800,"STANDING",-0.17272462,0.64104822,0.52757533,-0.8061855,0.1994389,-0.073358512
"3801",3801,"STANDING",-0.12313139,0.44585504,0.66045096,-0.80720941,0.19837378,-0.073530296
"3802",3802,"STANDING",0.3420775,-0.50730634,-0.76809734,-0.80795355,0.19667392,-0.074743064
"3803",3803,"STANDING",-0.020715583,-0.0085440924,-0.37334474,-0.80655563,0.19406595,-0.079149367
"3804",3804,"STANDING",0.17236986,0.71423719,0.89124741,-0.80586753,0.1933947,-0.080576394
"3805",3805,"STANDING",-0.1041292,0.67795381,0.81950879,-0.80877101,0.19403012,-0.076895255
"3806",3806,"STANDING",-0.15684188,0.066491375,-0.87836526,-0.81623018,0.18934942,-0.074321615
"3807",3807,"STANDING",0.37194462,-0.67053066,-0.82110054,-0.82959195,0.18071717,-0.069897268
"3808",3808,"STANDING",-0.01073551,-0.26649587,0.70600518,-0.84135324,0.17550144,-0.063462153
"3809",3809,"STANDING",0.71462771,-0.75016087,0.32853274,-0.84537889,0.17524914,-0.059601229
"3810",3810,"STANDING",0.036229746,-0.53915707,-0.72492167,-0.84338587,0.17978807,-0.056484663
"3811",3811,"STANDING",-0.15929631,-0.09168832,0.53358389,-0.81008807,0.20963626,-0.054122597
"3812",3812,"STANDING",-0.1850747,-0.091811097,-0.054385098,-0.81626504,0.20106414,-0.059575233
"3813",3813,"STANDING",0.19500647,-0.30173814,-0.099374311,-0.82114227,0.19251216,-0.065392399
"3814",3814,"STANDING",-0.12708142,-0.61692252,0.55445308,-0.81472221,0.19175971,-0.073215154
"3815",3815,"STANDING",-0.033535681,-0.77954767,-0.93012959,-0.80725958,0.19294379,-0.07963931
"3816",3816,"STANDING",0.13343825,-0.81657927,0.89057362,-0.80030305,0.19590608,-0.083562007
"3817",3817,"STANDING",0.09492473,0.7461619,0.89046974,-0.78423237,0.20278557,-0.092552455
"3818",3818,"STANDING",0.109566,0.78073656,-0.66973275,-0.77000061,0.21246292,-0.096673952
"3819",3819,"STANDING",-0.92956311,-0.14050411,-0.69605411,-0.77071904,0.20753151,-0.10113835
"3820",3820,"STANDING",-0.018545245,0.279733,0.66144516,-0.76787889,0.19281614,-0.1168877
"3821",3821,"STANDING",0.30082686,0.038596329,-0.56219116,-0.7657907,0.19343124,-0.11825782
"3822",3822,"STANDING",0.040057585,0.46379537,0.46336679,-0.77849611,0.20737484,-0.093496344
"3823",3823,"STANDING",-0.021209184,0.78761373,-0.54849709,-0.79354432,0.22352057,-0.052702075
"3824",3824,"STANDING",-0.044538907,0.14801373,-0.6851953,-0.81270209,0.21633554,-0.036978644
"3825",3825,"STANDING",0.048420666,-0.91854942,0.87789529,-0.82385523,0.19565418,-0.058115181
"3826",3826,"SITTING",-0.033763921,-0.00017637997,0.46532764,0.10624235,-0.33954894,-0.51710336
"3827",3827,"SITTING",-0.33412215,0.080322754,0.063657734,0.10398561,-0.34923613,-0.50612251
"3828",3828,"SITTING",0.28771362,0.2107828,-0.12207039,0.10934928,-0.35990653,-0.49854515
"3829",3829,"SITTING",-0.21816188,0.41125543,-0.24925874,0.11423038,-0.36392982,-0.49733493
"3830",3830,"SITTING",-0.044179965,0.4023219,-0.37630051,0.11229358,-0.36402611,-0.49609727
"3831",3831,"SITTING",0.12289304,-0.071687193,0.22932939,0.11127579,-0.36551937,-0.49397461
"3832",3832,"SITTING",-0.80484362,-0.27792462,-0.11417183,0.11228053,-0.36749182,-0.49255325
"3833",3833,"SITTING",-0.41868519,-0.16207658,0.034416789,0.11113289,-0.36833301,-0.49101425
"3834",3834,"SITTING",0.15067669,-0.0081140227,-0.1930058,0.10960899,-0.36850271,-0.48993746
"3835",3835,"SITTING",0.17861137,0.22945126,0.60367607,0.1084252,-0.36843837,-0.4893003
"3836",3836,"SITTING",0.47296386,0.72794034,0.39344659,0.10675802,-0.36875602,-0.48798199
"3837",3837,"SITTING",-0.33356345,0.32748122,-0.13096424,0.10540667,-0.36915274,-0.48676808
"3838",3838,"SITTING",0.5081574,-0.50736209,-0.85640314,0.10497775,-0.36905008,-0.48661699
"3839",3839,"SITTING",0.22026148,0.21620534,0.32248506,0.1069481,-0.36920528,-0.48763439
"3840",3840,"SITTING",-0.19606861,0.73994523,-0.38611009,0.10790499,-0.36948186,-0.48792066
"3841",3841,"SITTING",0.11470864,-0.4006353,0.39863103,-0.6516736,-0.092920992,-0.13591451
"3842",3842,"SITTING",-0.69209045,-0.36577767,0.35996537,-0.71563139,-0.054764843,-0.11368019
"3843",3843,"SITTING",0.22641754,-0.36652426,0.37520866,-0.69892611,-0.067015603,-0.11668089
"3844",3844,"SITTING",0.46029407,-0.51300005,0.41998467,-0.69224619,-0.069678272,-0.12071038
"3845",3845,"SITTING",-0.45959754,0.28717706,0.50740138,-0.69104158,-0.069913156,-0.12174663
"3846",3846,"SITTING",-0.49463623,0.41614602,-0.25536145,-0.69505713,-0.0688485,-0.11864344
"3847",3847,"SITTING",0.98839514,0.48663268,-0.20579133,-0.69794322,-0.067888171,-0.11665207
"3848",3848,"SITTING",0.070768779,0.10290351,-0.67367333,-0.69362041,-0.068749455,-0.12036988
"3849",3849,"SITTING",-0.16874253,0.22229269,-0.33663182,-0.66816304,-0.071895078,-0.14370349
"3850",3850,"SITTING",-0.007316557,0.0019851405,0.30225317,-0.64344946,-0.071801781,-0.16820303
"3851",3851,"SITTING",0.072075205,-0.054906484,0.24692956,-0.65731794,-0.064399673,-0.16220068
"3852",3852,"SITTING",0.1303245,-0.043300126,-0.73391171,-0.68001231,-0.059739049,-0.14488323
"3853",3853,"SITTING",-0.13981062,-0.099634734,0.068124269,-0.67757606,-0.065184064,-0.14152832
"3854",3854,"SITTING",-0.29968369,0.05689626,-0.058313877,-0.66917672,-0.071432508,-0.14318205
"3855",3855,"SITTING",-0.0019417294,-0.4343593,0.3118637,-0.6691054,-0.071388648,-0.14330421
"3856",3856,"SITTING",0.902149,-0.48593517,-0.14117072,-0.67268226,-0.069119167,-0.14217386
"3857",3857,"SITTING",0.24945021,0.068368522,-0.1304341,-0.6699262,-0.070912556,-0.1429954
"3858",3858,"SITTING",-0.2297514,0.10598156,0.48115971,-0.66540761,-0.072768257,-0.14554808
"3859",3859,"SITTING",0.033552054,0.021022486,0.89618324,-0.66492002,-0.073480519,-0.1452523
"3860",3860,"SITTING",0.043128763,0.206236,-0.31073551,-0.67115394,-0.072090599,-0.14039975
"3861",3861,"SITTING",0.015515444,0.063788029,0.17140229,-0.67663058,-0.07027524,-0.13678526
"3862",3862,"LAYING",0.16959894,0.22329992,-0.18423314,0.83998677,-0.44929586,-0.5173688
"3863",3863,"LAYING",-0.2408553,0.20290558,-0.22254808,0.85680717,-0.45299746,-0.50762797
"3864",3864,"LAYING",-0.037969966,-0.32220762,-0.18296688,0.85858385,-0.45337151,-0.50659442
"3865",3865,"LAYING",0.17986952,-0.10537049,0.74427851,0.88991008,-0.44554231,-0.50285664
"3866",3866,"LAYING",0.04913379,0.17397785,0.21731461,0.91986109,-0.43690975,-0.49938493
"3867",3867,"LAYING",0.16018117,0.05907808,-0.32572284,0.92003731,-0.43525244,-0.50104781
"3868",3868,"LAYING",0.37321647,0.17743811,-0.22619346,0.91126133,-0.43684581,-0.50315801
"3869",3869,"LAYING",0.65024686,-0.58522505,0.416721,0.90984667,-0.43660937,-0.50400682
"3870",3870,"LAYING",-0.86820121,0.054810722,-0.3568408,0.90778015,-0.43654177,-0.50495103
"3871",3871,"LAYING",-0.27213032,-0.31954916,-0.26653423,0.89835029,-0.43855056,-0.50676667
"3872",3872,"LAYING",-0.071761088,-0.091824212,0.35046032,0.90305812,-0.43734619,-0.50608449
"3873",3873,"LAYING",-0.49040238,-0.074989157,0.38576753,0.91581008,-0.4333753,-0.50484754
"3874",3874,"LAYING",0.3221955,-0.25055719,0.080047927,0.91605442,-0.43288394,-0.50525688
"3875",3875,"LAYING",0.34030313,0.35218378,-0.5571201,0.91635652,-0.43372162,-0.50424926
"3876",3876,"LAYING",-0.85571643,0.40111035,0.43575351,0.90719499,-0.43767589,-0.50400873
"3877",3877,"LAYING",0.020039048,-0.36944881,-0.16926038,0.88881049,-0.44373594,-0.5051915
"3878",3878,"LAYING",0.16274957,-0.39164481,-0.21139728,0.88496395,-0.44531504,-0.50506152
"3879",3879,"LAYING",-0.05391823,0.40007446,-0.03899896,0.89971268,-0.44036148,-0.50430877
"3880",3880,"LAYING",-0.084965204,-0.052585713,0.47333757,0.90467847,-0.43855177,-0.50414574
"3881",3881,"LAYING",0.4712707,0.44800695,-0.41186014,0.90557247,-0.43890272,-0.50340362
"3882",3882,"LAYING",-0.011660569,-0.45515634,-0.27748829,0.90927145,-0.43754187,-0.50327282
"3883",3883,"LAYING",-0.087505094,0.37735058,0.3739215,0.9121878,-0.43669954,-0.50291651
"3884",3884,"LAYING",0.20999472,0.42004284,-0.17536925,0.91511275,-0.43580315,-0.50260324
"3885",3885,"LAYING",0.1030915,-0.060196836,0.097922793,0.82581167,-0.44578036,-0.52569433
"3886",3886,"LAYING",-0.21938793,0.037742131,0.02408831,0.8460917,-0.43616613,-0.52897751
"3887",3887,"LAYING",-0.23695248,0.18185414,0.046985497,0.85016022,-0.4356288,-0.52812472
"3888",3888,"LAYING",0.01752721,0.30620403,-0.2290577,0.85837858,-0.43456551,-0.52631604
"3889",3889,"LAYING",0.29218176,0.30280399,-0.6178796,0.86177492,-0.43326052,-0.52644503
"3890",3890,"LAYING",-0.64458067,0.27791294,0.34960859,0.86319332,-0.43326259,-0.5259253
"3891",3891,"LAYING",-0.57328568,0.044519469,-0.03168622,0.86496408,-0.43359602,-0.52492849
"3892",3892,"LAYING",0.83904254,-0.27080311,-0.79741627,0.86062966,-0.43457183,-0.52549619
"3893",3893,"LAYING",0.61700564,-0.33606335,-0.019953734,0.86006758,-0.4349043,-0.5253537
"3894",3894,"LAYING",0.06402091,0.39389621,0.54546531,0.86115178,-0.43490458,-0.52496017
"3895",3895,"LAYING",0.10098912,0.37642902,0.48134225,0.8470877,-0.43870052,-0.52599497
"3896",3896,"LAYING",-0.063851845,-0.42475537,-0.41092431,0.78699075,-0.45527569,-0.52721737
"3897",3897,"LAYING",-0.026210849,-0.43094385,-0.59373619,0.73102056,-0.4744427,-0.52020848
"3898",3898,"LAYING",-0.14340184,-0.2957692,-0.21927308,0.74169275,-0.47996865,-0.51229187
"3899",3899,"LAYING",-0.10519938,-0.21268707,0.21638868,0.76495687,-0.47750319,-0.50963038
"3900",3900,"LAYING",0.23676106,-0.18658064,0.39664823,0.79087696,-0.47461758,-0.50595275
"3901",3901,"LAYING",0.29436338,0.37164884,0.6037338,0.8220011,-0.47009785,-0.5014687
"3902",3902,"LAYING",0.13952161,0.35975092,-0.5646273,0.83632534,-0.46585675,-0.50125276
"3903",3903,"LAYING",-0.25570763,0.26205636,-0.56323347,0.83755025,-0.46447893,-0.5022882
"3904",3904,"WALKING",0.45102666,-0.9133815,0.22220945,-0.82482294,0.21088512,0.063742451
"3905",3905,"WALKING",-0.92494195,-0.86534241,-0.61967923,-0.81636313,0.20735669,0.085047145
"3906",3906,"WALKING",0.035041073,-0.79007012,0.76613978,-0.79322058,0.21424815,0.10424783
"3907",3907,"WALKING",-0.80217885,0.77135605,-0.54482324,-0.78969236,0.21415859,0.10862892
"3908",3908,"WALKING",-0.5331361,0.38117571,-0.91070989,-0.78937067,0.21059163,0.11375752
"3909",3909,"WALKING",0.88966937,-0.74352283,0.44753121,-0.780548,0.20687065,0.12759722
"3910",3910,"WALKING",0.48241537,0.9567342,0.83534101,-0.77376836,0.20254989,0.13871315
"3911",3911,"WALKING",-0.91098744,0.90574776,-0.39913755,-0.77404999,0.20027546,0.14057332
"3912",3912,"WALKING",-0.31826007,-0.88870098,-0.75077637,-0.76816327,0.20133949,0.14514271
"3913",3913,"WALKING",0.89320772,-0.88757921,0.31851446,-0.759756,0.21002711,0.14503411
"3914",3914,"WALKING",0.28296602,0.78392811,0.76395434,-0.76740527,0.21585631,0.13123978
"3915",3915,"WALKING",-0.63779426,0.90637031,0.089760611,-0.78181613,0.20997107,0.12278195
